MID,MERCHANT DBA NAME,STATUS EDC,OPENDATE,MSO,SOURCE CODE,POS1
301203899,ASRIL FIRDAUS            ,02,9/27/2018,   ,O1X2CA048272090YP1,001
301203956,MUHAMMAD NUR             ,02,9/26/2018,   ,O1X2CA054972105YP1,001
301203964,MAYFRINALDI              ,02,9/27/2018,   ,O1X2CA033358005YP1,000
301203972,DEA NOVITA SARI          ,02,9/27/2018,   ,O1X2CA033399050YP1,001
301203980,LYDIA VALENTA YETA       ,02,9/27/2018,   ,O1X2CA048272090YP1,001
301204020,SRI MULIAYANTI           ,02,9/27/2018,   ,O1X2CA042265006YP1,000
301204053,SAMPE LASMARIA PANGARIBUA,02,9/27/2018,   ,O1X2CA025725156YP1,000
301204061,ZULKHAIRI                ,02,9/26/2018,   ,O1X2CA054972105YP1,001
301204129,DARNIATI                 ,02,9/27/2018,   ,O1X2CA033358005YP1,000
301204137,FADHLUN                  ,02,9/27/2018,   ,O1X2CA050984148YP1,000
301204145,BKAD DAN BUMDES BERSAMA S,02,9/27/2018,   ,O1X2CA029752185YP1,000
301204178,SONDAGA MANURUNG         ,02,9/27/2018,   ,O1X2CA025142093YP1,001
301204194,NURMISUARI               ,02,9/27/2018,   ,O1X2CA044834050YP1,001
301204228,FAISAL ADI PUTRA         ,02,9/27/2018,   ,O1X2CA050984148YP1,001
301204236,ABDUL HADI               ,02,9/27/2018,   ,O1X2CA033806148YP1,001
301204244,MUHAMMAD ABDUL AZIS DAMAN,02,9/26/2018,   ,O1X2CA024730193YP1,001
301204269,DEDEK PRATIWY KESUMA     ,02,9/26/2018,   ,O1X2CA034128265YP1,001
301204293,MUHAMMAD IRPAN ST        ,02,9/27/2018,   ,O1X2CA033841265YP1,001
301204327,SAID HASANUDDIN          ,02,9/27/2018,   ,O1X2CA033806148YP1,001
301204335,TEUKU ISKANDAR ZULKARNAIN,02,9/27/2018,   ,O1X2CA047230005YP1,001
301204343,ABDUL HADI               ,02,9/26/2018,   ,O1X2CA033358005YP1,001
301204418,DEDY SYAHPUTRA           ,02,9/27/2018,   ,O1X2CA025142093YP1,000
301204426,ROSPITA HOTMAIDA BARIMBIN,02,9/27/2018,   ,O1X2CA025725156YP1,001
301204434,BUMDES SUMBER REZEKI     ,02,9/27/2018,   ,O1X2CA018052185YP1,000
301204459,YUDHI ARON PANGARIBUAN   ,02,9/26/2018,   ,O1X2CA024730193YP1,001
301204467,RORIA SILALAHI           ,02,9/26/2018,   ,O1X2CA048278012YP1,001
301204475,EKA HOPITA KETAREN       ,02,9/27/2018,   ,O1X2CA033330185YP1,000
301204509,FAUZIA                   ,02,9/27/2018,   ,O1X2CA044834050YP1,000
301255477,UD DAHLIANA              ,02,9/26/2018,   ,O1X2CA048266265YP1,001
301255485,WIZARD TRAVEL            ,02,9/26/2018,   ,O1X2CA037925006YP1,001
301255493,SUMBER REZEKI            ,02,9/26/2018,   ,O1X2CA038471006YP1,001
301255501,JALIMARUDI GINTING       ,02,9/26/2018,   ,O1X2CA051004006YP1,001
301255519,BEST PONSEL              ,02,9/26/2018,   ,O1X2CA028993006YP1,001
301255527,KANTIN MITRA HUSADA      ,02,9/24/2018,   ,O1X2CA019399265YP1,000
301255535,ALEX BOUTIQUE            ,02,9/24/2018,   ,O1X2CA028525265YP1,000
301255543,ROHANI PASKAH BR S       ,02,9/24/2018,   ,O1X2CA028525265YP1,000
301255550,EFRATA FEBRINA SEMBIRING ,02,9/24/2018,   ,O1X2CA028525265YP1,000
301255568,THEODORA BABY SHOP       ,02,9/24/2018,   ,O1X2CA028525265YP1,000
301255576,POLIUS HALAWA            ,02,9/24/2018,   ,O1X2CA028525265YP1,000
301255584,UD SIRKAS                ,02,9/24/2018,   ,O1X2CA028525265YP1,000
301255592,DE'TUPA BOUTIQE          ,02,9/24/2018,   ,O1X2CA028525265YP1,000
301255600,AYAM PENYET CAK ADHIM    ,02,9/24/2018,   ,O1X2CA028525265YP1,000
301255618,YULIA ROSA EVILINA       ,02,9/24/2018,   ,O1X2CA028525265YP1,000
301255766,FADILA SHOP              ,02,9/26/2018,   ,O1X2CA054464240YP1,001
301255774,SRC BALQIS               ,02,9/26/2018,   ,O1X2CA054464240YP1,001
301255782,TOKO KELONTONG AHMAD     ,02,9/26/2018,   ,O1X2CA054464240YP1,001
301255790,AMOEBA CELL              ,02,9/26/2018,   ,O1X2CA040891240YP1,001
301255808,TOKO KELONTONG JALILA WAT,02,9/26/2018,   ,O1X2CA052876240YP1,001
301255816,TOKO BERKAH              ,02,9/26/2018,   ,O1X2CA025995240YP1,001
301255824,VALENTINE SALON          ,02,9/26/2018,   ,O1X2CA025995240YP1,001
301255832,ALDIAN PONSEL            ,02,9/26/2018,   ,O1X2CA054464240YP1,001
301255840,ES TEBU KAK EMMA         ,02,9/26/2018,   ,O1X2CA050990240YP1,001
301255857,TRI MUA                  ,02,9/26/2018,   ,O1X2CA050990240YP1,001
301255865,LAILA SEMBAKO            ,02,9/26/2018,   ,O1X2CA050990240YP1,001
301255873,DINA'S TAILOR            ,02,9/26/2018,   ,O1X2CA050990240YP1,001
301255881,JUAL BELI KREDIT RUMIATI ,02,9/26/2018,   ,O1X2CA050990240YP1,001
301255899,TOKO KELONTONG AHMAD     ,02,9/26/2018,   ,O1X2CA054464240YP1,001
301255907,RUSLAN ARITONANG         ,02,9/26/2018,   ,O1X2CA040914012YP1,001
301255915,DEPOT AIR MINUM IMSAR    ,02,9/26/2018,   ,O1X2CA056119012YP1,001
301255923,WARNET RAIH HARAPAN      ,02,9/26/2018,   ,O1X2CA056119012YP1,001
301255931,GREEN FANNY SITANGGANG   ,02,9/26/2018,   ,O1X2CA040914012YP1,001
301255949,UD LEXSI                 ,02,9/26/2018,   ,O1X2CA040914012YP1,001
301255956,ROSNIDAWATI PILIANG      ,02,9/26/2018,   ,O1X2CA040914012YP1,001
301255964,AULIA SAPUTRA            ,02,9/28/2018,   ,O1X2CA026577050YP1,000
301255972,UNDIK SUWANDI            ,02,9/28/2018,   ,O1X2CA042266090YP1,000
301255980,MARIATY RATNA            ,02,9/28/2018,   ,O1X2CA042287006YP1,000
301255998,SUDIRMAN CHAN            ,02,9/28/2018,   ,O1X2CA024788006YP1,000
301256004,JALALUDDIN               ,02,9/28/2018,   ,O1X2CA036828006YP1,000
301256012,PANGIHUTAN GULTOM        ,02,9/28/2018,   ,O1X2CA042287006YP1,000
301256020,HUSEIN NASUTION          ,02,9/28/2018,   ,O1X2CA024788006YP1,000
301256038,SATILINA ZENDRATO        ,02,9/28/2018,   ,O1X2CA036573032YP1,000
301256046,IMRAN NASUTION           ,02,9/28/2018,   ,O1X2CA048285088YP1,000
301256053,ZULKARNAINI              ,02,9/28/2018,   ,O1X2CA042326148YP1,000
301256061,ABDUL WAHAB ST           ,02,9/28/2018,   ,O1X2CA036571006YP1,000
301256079,AGEN BUKIT               ,02,9/28/2018,   ,O1X2CA024058006YP1,000
301256087,SURIYANTI                ,02,9/28/2018,   ,O1X2CA044889040YP1,000
301256095,ROSLINASARI SIREGAR      ,02,9/28/2018,   ,O1X2CA034774088YP1,000
301256103,DELLA ZAKKIATI           ,02,9/28/2018,   ,O1X2CA042330090YP1,000
301256111,NGASOMI                  ,02,9/28/2018,   ,O1X2CA040891240YP1,000
301256129,SUNARTI                  ,02,9/28/2018,   ,O1X2CA040900006YP1,000
301256137,EPARIANTIKA              ,02,9/28/2018,   ,O1X2CA036828006YP1,000
301256145,YULASMIATI               ,02,9/28/2018,   ,O1X2CA047618006YP1,000
301256152,ROSNIMAR                 ,02,9/28/2018,   ,O1X2CA044818040YP1,000
301256160,AHMAD KHAMIL             ,02,9/28/2018,   ,O1X2CA048285088YP1,000
301256178,MURSALIN                 ,02,9/28/2018,   ,O1X2CA032051105YP1,000
301256186,MUKHLIS                  ,02,9/28/2018,   ,O1X2CA047597148YP1,000
301256194,AHMAD SAFWAN             ,02,9/28/2018,   ,O1X2CA024058006YP1,000
301256202,SYAHRUL                  ,02,9/28/2018,   ,O1X2CA028653005YP1,000
301256210,MUN AMAH BADY            ,02,9/28/2018,   ,O1X2CA031487012YP1,000
301256228,DARMANTO                 ,02,9/28/2018,   ,O1X2CA042309012YP1,000
301256236,AGOESMAN NEDY            ,02,9/28/2018,   ,O1X2CA053210040YP1,000
301256244,INDRA JAYA               ,02,9/28/2018,   ,O1X2CA042342050YP1,000
301256251,CUT SURYANI              ,02,9/28/2018,   ,O1X2CA042342050YP1,000
301256269,HAMDANI                  ,02,9/28/2018,   ,O1X2CA042342050YP1,000
301256277,BUANG SUSILO             ,02,9/28/2018,   ,O1X2CA038350064YP1,000
301256285,SEPTIVIANY LUMUNGAN SETIA,02,9/28/2018,   ,O1X2CA038350064YP1,000
301256293,GUNAWAN                  ,02,9/28/2018,   ,O1X2CA038350064YP1,000
301256301,MEILINDA HAYANI          ,02,9/28/2018,   ,O1X2CA034670090YP1,000
301256319,CINTO SIRINGO RINGO      ,02,9/28/2018,   ,O1X2CA044862093YP1,000
301256327,ANDI HIDAYAT             ,02,9/28/2018,   ,O1X2CA044883105YP1,000
301256335,BACHTIAR ALI BASYAH SPD  ,02,9/28/2018,   ,O1X2CA047597148YP1,000
301256343,ABDULLAH HARUN           ,02,9/28/2018,   ,O1X2CA042260148YP1,000
301256350,ISMAIL DAMANIK           ,02,9/28/2018,   ,O1X2CA037244193YP1,000
301256368,HENNY RINA R SIMANJUNTAK ,02,9/28/2018,   ,O1X2CA042287006YP1,000
301256376,SUPRAYETNO               ,02,9/28/2018,   ,O1X2CA040900006YP1,000
301256384,HERNAWATI K.SPD.         ,02,9/28/2018,   ,O1X2CA040900006YP1,000
301256392,SAMSUL RIZAL             ,02,9/28/2018,   ,O1X2CA024788006YP1,000
301256400,MUHTISAN                 ,02,9/28/2018,   ,O1X2CA040904005YP1,000
301256418,TR ANGKASAH              ,02,9/28/2018,   ,O1X2CA044889040YP1,000
301256426,NASRUDDIN                ,02,9/28/2018,   ,O1X2CA026577050YP1,000
301256434,MULIA MAHDI              ,02,9/28/2018,   ,O1X2CA032050050YP1,000
301256442,WARSITO                  ,02,9/28/2018,   ,O1X2CA034976053YP1,000
301256459,KEMIS                    ,02,9/28/2018,   ,O1X2CA038350064YP1,000
301256467,RATNA DEWI AMD           ,02,9/28/2018,   ,O1X2CA025334105YP1,000
301256475,SUHARNI                  ,02,9/28/2018,   ,O1X2CA036409148YP1,000
301256483,MUKLIS                   ,02,9/28/2018,   ,O1X2CA042326148YP1,000
301256491,LEO FARDO SIMANGUNSONG   ,02,9/28/2018,   ,O1X2CA036450156YP1,000
301256509,SAFRIAL                  ,02,9/28/2018,   ,O1X2CA033643185YP1,000
301256517,KHAERUL SALEH DRS        ,02,9/28/2018,   ,O1X2CA036828006YP1,000
301256525,SITI MIRHANI DRA HJ MM   ,02,9/28/2018,   ,O1X2CA042287006YP1,000
301256533,RICARDO NAPITUPULU IR    ,02,9/28/2018,   ,O1X2CA030111006YP1,000
301256541,CHE KURNIAWAN            ,02,9/28/2018,   ,O1X2CA044818005YP1,000
301256558,ARTINI HAREFA            ,02,9/28/2018,   ,O1X2CA042309012YP1,000
301256566,MARIA MAJESTY SIHURA     ,02,9/28/2018,   ,O1X2CA044826032YP1,000
301256574,MURNIGO                  ,02,9/28/2018,   ,O1X2CA053418040YP1,000
301256582,SURYA                    ,02,9/28/2018,   ,O1X2CA027983053YP1,000
301256590,LARIS SITUMORANG         ,02,9/28/2018,   ,O1X2CA053890053YP1,000
301256608,RAHMAWATI HASIBUAN       ,02,9/28/2018,   ,O1X2CA044828064YP1,000
301256616,HANA NURLINA             ,02,9/28/2018,   ,O1X2CA042279064YP1,000
301256624,ARJAN SALIM DAULAY       ,02,9/28/2018,   ,O1X2CA033333088YP1,000
301256632,MARDIA KHAYARANI NASUTION,02,9/28/2018,   ,O1X2CA033333088YP1,000
301256640,IRWAN HADANI             ,02,9/28/2018,   ,O1X2CA030077090YP1,000
301256657,ROHANI                   ,02,9/28/2018,   ,O1X2CA030867090YP1,000
301256665,SOSI SIANTURI            ,02,9/28/2018,   ,O1X2CA033510093YP1,000
301256673,RATNA WATI               ,02,9/28/2018,   ,O1X2CA033510093YP1,000
301256681,RUMINI                   ,02,9/28/2018,   ,O1X2CA049843105YP1,000
301256699,SANNY IMELDA MARBUN      ,02,9/28/2018,   ,O1X2CA047631156YP1,000
301256707,HAMIDIN                  ,02,9/28/2018,   ,O1X2CA035091185YP1,000
301256715,EMAULINASION             ,02,9/28/2018,   ,O1X2CA032553265YP1,000
301256723,SUPARJI                  ,02,9/28/2018,   ,O1X2CA033845282YP1,000
301256731,AISA SELVIRA             ,02,9/28/2018,   ,O1X2CA034508282YP1,000
301256749,JULIANA                  ,02,9/28/2018,   ,O1X2CA034508282YP1,000
301256756,IRWANDI                  ,02,9/28/2018,   ,O1X2CA042348040YP1,000
301256764,NAIMAH                   ,02,9/28/2018,   ,O1X2CA042330090YP1,000
301256772,SUROBIANSYAH             ,02,9/28/2018,   ,O1X2CA034670090YP1,000
301256780,FARID WADJIDI            ,02,9/28/2018,   ,O1X2CA042266090YP1,000
301256798,PUTRI JAYA SEJATI        ,02,9/28/2018,   ,O1X2CA034772093YP1,000
301256806,ROSARINA LUMBANGAOL      ,02,9/28/2018,   ,O1X2CA044862093YP1,000
301256814,BUSTAMAM                 ,02,9/28/2018,   ,O1X2CA047597148YP1,000
301256822,JUNAIRIL SYAFRI LUBIS BA ,02,9/28/2018,   ,O1X2CA024058006YP1,000
301256830,ILYA RAMADANI            ,02,9/28/2018,   ,O1X2CA036828006YP1,000
301256848,IRWANTO                  ,02,9/28/2018,   ,O1X2CA036571006YP1,000
301256855,AGASYAH PUTRA            ,02,9/28/2018,   ,O1X2CA036828006YP1,000
301256863,RIKY CHRIS MAMANA        ,02,9/28/2018,   ,O1X2CA040900006YP1,000
301256871,TASWIR MAHYAR            ,02,9/28/2018,   ,O1X2CA042287006YP1,000
301256889,SRI MAWARNI BR SIAHAAN   ,02,9/28/2018,   ,O1X2CA042287006YP1,000
301256897,SANTI MUTIARA DELIMA PASA,02,9/28/2018,   ,O1X2CA048230006YP1,000
301256905,DALJIT KAUR              ,02,9/28/2018,   ,O1X2CA024788006YP1,000
301256913,AL LUKMAN                ,02,9/28/2018,   ,O1X2CA034754005YP1,000
301256921,MAWARDI AMD              ,02,9/28/2018,   ,O1X2CA053210040YP1,000
301256939,SAIFULLAH                ,02,9/28/2018,   ,O1X2CA042342050YP1,000
301256947,SAYUTI                   ,02,9/28/2018,   ,O1X2CA044828064YP1,000
301256954,NANANG HARIANSYAH        ,02,9/28/2018,   ,O1X2CA033510093YP1,000
301256962,HARYADI                  ,02,9/28/2018,   ,O1X2CA044862093YP1,000
301256970,HULMAN HASOLOAN DAMANIK  ,02,9/28/2018,   ,O1X2CA027469093YP1,000
301256988,JUNEDI KARO SEKALI       ,02,9/28/2018,   ,O1X2CA037244193YP1,000
301256996,FITALISMA GINTING        ,02,9/28/2018,   ,O1X2CA037244193YP1,000
301257002,RAMLI SIREGAR            ,02,9/28/2018,   ,O1X2CA034508282YP1,000
301257010,RENI YUSLINA             ,02,9/28/2018,   ,O1X2CA036828006YP1,000
301257028,ELLY KATARINA HUTAGALUNG ,02,9/28/2018,   ,O1X2CA040900006YP1,000
301257036,JALALUDDIN               ,02,9/28/2018,   ,O1X2CA044818040YP1,000
301257044,M. YUNUS                 ,02,9/28/2018,   ,O1X2CA042348040YP1,000
301257051,HENDRA WAHYUNI           ,02,9/28/2018,   ,O1X2CA053418040YP1,000
301257069,SOPIANSYAH               ,02,9/28/2018,   ,O1X2CA038343064YP1,000
301257077,ENNI SYAM HARAHAP        ,02,9/28/2018,   ,O1X2CA034774088YP1,000
301257085,AFWADI                   ,02,9/28/2018,   ,O1X2CA034670090YP1,000
301257093,JAN HENRI PURBA          ,02,9/28/2018,   ,O1X2CA027469093YP1,000
301257101,RASULI PURBA             ,02,9/28/2018,   ,O1X2CA027469093YP1,000
301257119,USMAN HASAN              ,02,9/28/2018,   ,O1X2CA042326148YP1,000
301257127,JUMAIDA TANJUNG          ,02,9/28/2018,   ,O1X2CA040902156YP1,000
301257135,TRIPENA BR TARIGAN       ,02,9/28/2018,   ,O1X2CA040890193YP1,000
301257143,NURAINI RANGKUTI         ,02,9/28/2018,   ,O1X2CA042287006YP1,000
301257150,IRWANDA                  ,02,9/28/2018,   ,O1X2CA040904005YP1,000
301257168,SABARIAH                 ,02,9/28/2018,   ,O1X2CA028653005YP1,000
301257176,OLIN VIANA               ,02,9/28/2018,   ,O1X2CA052018005YP1,000
301257184,SAIFUDDIN                ,02,9/28/2018,   ,O1X2CA033309005YP1,000
301257192,NADIYA SE                ,02,9/28/2018,   ,O1X2CA044889040YP1,000
301257200,ISMAIL                   ,02,9/28/2018,   ,O1X2CA032050050YP1,000
301257218,JAFARUDDIN               ,02,9/28/2018,   ,O1X2CA042342050YP1,000
301257226,JULI SAFRIANTI           ,02,9/28/2018,   ,O1X2CA032050050YP1,000
301257234,ILHAM BUTAR BUTAR        ,02,9/28/2018,   ,O1X2CA038350064YP1,000
301257242,SUYATNO                  ,02,9/28/2018,   ,O1X2CA042266090YP1,000
301257259,FAUZI HADIAN T UBIT      ,02,9/28/2018,   ,O1X2CA044883105YP1,000
301257267,PEIZA HUTABARAT          ,02,9/28/2018,   ,O1X2CA036450156YP1,000
301257275,JANGANTA SARAGIH         ,02,9/28/2018,   ,O1X2CA048243185YP1,000
301257283,SYABAN PANE              ,02,9/28/2018,   ,O1X2CA044806240YP1,000
301257291,SELAMAT MIHARJO          ,02,9/28/2018,   ,O1X2CA040891240YP1,000
301257309,RATNI                    ,02,9/28/2018,   ,O1X2CA033845282YP1,000
301257317,KARDIMAN SINABUTAR       ,02,9/28/2018,   ,O1X2CA040900006YP1,000
301257325,AZHARI                   ,02,9/28/2018,   ,O1X2CA024058006YP1,000
301257333,ELMAN SINAGA             ,02,9/28/2018,   ,O1X2CA024788006YP1,000
301257341,JAS PRIT KAUR            ,02,9/28/2018,   ,O1X2CA036828006YP1,000
301257358,SORAYA HJ                ,02,9/28/2018,   ,O1X2CA036571006YP1,000
301257366,KENCA SEMBIRING          ,02,9/28/2018,   ,O1X2CA047618006YP1,000
301257374,AYU PUTRI                ,02,9/28/2018,   ,O1X2CA040900006YP1,000
301257382,LYDIA THERESIA TAMPUBOLON,02,9/28/2018,   ,O1X2CA036571006YP1,000
301257390,JULIUS JINGGA DRS        ,02,9/28/2018,   ,O1X2CA040900006YP1,000
301257408,CANDY COLE               ,02,9/28/2018,   ,O1X2CA042287006YP1,000
301257416,FAISAL BENEDIKTUS SITUMOR,02,9/28/2018,   ,O1X2CA040900006YP1,000
301257424,YUSRINA                  ,02,9/28/2018,   ,O1X2CA034754005YP1,000
301257432,AMZON SATRIAWAN SARUMAHA ,02,9/28/2018,   ,O1X2CA047627032YP1,000
301257440,SAIMAN A                 ,02,9/28/2018,   ,O1X2CA053418040YP1,000
301257457,M AZIS                   ,02,9/28/2018,   ,O1X2CA042348040YP1,000
301257465,ZULFATTA                 ,02,9/28/2018,   ,O1X2CA042342050YP1,000
301257473,MUHIDDIN                 ,02,9/28/2018,   ,O1X2CA027983053YP1,000
301257481,WAHYUDI MANURUNG         ,02,9/28/2018,   ,O1X2CA053871064YP1,000
301257499,SRI RAHAYU               ,02,9/28/2018,   ,O1X2CA042330090YP1,000
301257507,RASYIDAH                 ,02,9/28/2018,   ,O1X2CA030867090YP1,000
301257515,ERIYANTO                 ,02,9/28/2018,   ,O1X2CA030867090YP1,000
301257523,IRAMANSYAH               ,02,9/28/2018,   ,O1X2CA034670090YP1,000
301257531,RICKY                    ,02,9/28/2018,   ,O1X2CA027469093YP1,000
301257549,NASRULLAH                ,02,9/28/2018,   ,O1X2CA044883105YP1,000
301257556,IWAN SYAH PUTRA          ,02,9/28/2018,   ,O1X2CA049843105YP1,000
301257564,JAMALUDDIN BADAI         ,02,9/28/2018,   ,O1X2CA032051105YP1,000
301257572,KASWAR                   ,02,9/28/2018,   ,O1X2CA042326148YP1,000
301257580,MARWANTO                 ,02,9/28/2018,   ,O1X2CA047597148YP1,000
301257598,ONDANG GULTOM            ,02,9/28/2018,   ,O1X2CA053866156YP1,000
301257606,SAWALUDDIN               ,02,9/28/2018,   ,O1X2CA035091185YP1,000
301257614,RENDRA GAULLE GINTING SH ,02,9/28/2018,   ,O1X2CA037244193YP1,000
301257622,HOTMAULI BR SIMANJUNTAK  ,02,9/28/2018,   ,O1X2CA037244193YP1,000
301257630,SUKIYEM                  ,02,9/28/2018,   ,O1X2CA037117282YP1,000
301257648,DEDY TARIGAN             ,02,9/28/2018,   ,O1X2CA042263006YP1,000
301257655,IBNU HARIS               ,02,9/28/2018,   ,O1X2CA034754005YP1,000
301257663,HASBI POHAN              ,02,9/28/2018,   ,O1X2CA042317040YP1,000
301257671,SAKSI SEMBIRING          ,02,9/28/2018,   ,O1X2CA042317040YP1,000
301257689,MAIMUN HASBALLAH         ,02,9/28/2018,   ,O1X2CA042342050YP1,000
301257697,HAFIA UMMARI             ,02,9/28/2018,   ,O1X2CA026577050YP1,000
301257705,MISRAN                   ,02,9/28/2018,   ,O1X2CA038350064YP1,000
301257713,KHADIJAH                 ,02,9/28/2018,   ,O1X2CA030867090YP1,000
301257721,ERWINSYAH SIAGIAN        ,02,9/28/2018,   ,O1X2CA044883105YP1,000
301257739,SURYADI                  ,02,9/28/2018,   ,O1X2CA047597148YP1,000
301257747,RIDWAN MUHAMMAD          ,02,9/28/2018,   ,O1X2CA042326148YP1,000
301257754,NASRIAH                  ,02,9/28/2018,   ,O1X2CA042260148YP1,000
301257762,ROY MARTINO NABABAN      ,02,9/28/2018,   ,O1X2CA040902156YP1,000
301257770,THALIB SUHARRY PURBA     ,02,9/28/2018,   ,O1X2CA047614185YP1,000
301257788,RIAWAN GINTING           ,02,9/28/2018,   ,O1X2CA040890193YP1,000
301257796,MARIANI HASIBUAN         ,02,9/28/2018,   ,O1X2CA040891240YP1,000
301257804,YUSRIAL SARAGIH          ,02,9/28/2018,   ,O1X2CA042287006YP1,000
301257812,NURHAYANI TAMPUBOLON     ,02,9/28/2018,   ,O1X2CA024058006YP1,000
301257820,HENDRA LIMANTORO         ,02,9/28/2018,   ,O1X2CA036828006YP1,000
301257838,RIDHA MAULIDA            ,02,9/28/2018,   ,O1X2CA042287006YP1,000
301257846,ARMIDA RAMADANI LUBIS    ,02,9/28/2018,   ,O1X2CA040900006YP1,000
301257853,CUT ROSMALA DEWI         ,02,9/28/2018,   ,O1X2CA028653005YP1,000
301257861,ANUAR ZEGA               ,02,9/28/2018,   ,O1X2CA044826032YP1,000
301257879,JURAWATI HAREFA          ,02,9/28/2018,   ,O1X2CA044826032YP1,000
301257887,MAHDANI                  ,02,9/28/2018,   ,O1X2CA044818040YP1,000
301257895,CUT NILAWATI             ,02,9/28/2018,   ,O1X2CA032050050YP1,000
301257903,AMRI FERIZA              ,02,9/28/2018,   ,O1X2CA026577050YP1,000
301257911,HALOMOAN HARAHAP         ,02,9/28/2018,   ,O1X2CA034976053YP1,000
301257929,FAUZIAH PEBRIANI         ,02,9/28/2018,   ,O1X2CA048285088YP1,000
301257937,UNSOK PARHORASAN HUTABARA,02,9/28/2018,   ,O1X2CA034772093YP1,000
301257945,NG HOU SIONG             ,02,9/28/2018,   ,O1X2CA034772093YP1,000
301257952,RUSMAWATI HUTAGALUNG     ,02,9/28/2018,   ,O1X2CA033510093YP1,000
301257960,SAFWANI                  ,02,9/28/2018,   ,O1X2CA032051105YP1,000
301257978,MUKHLIS                  ,02,9/28/2018,   ,O1X2CA042326148YP1,000
301257986,ANIS PILIANG             ,02,9/28/2018,   ,O1X2CA037244193YP1,000
301257994,FEYAR SINUHAJI           ,02,9/28/2018,   ,O1X2CA037244193YP1,000
301258000,RUDI SUCIPTO             ,02,9/28/2018,   ,O1X2CA031525265YP1,000
301258018,ZULHILMAR DRA            ,02,9/28/2018,   ,O1X2CA047618006YP1,000
301258026,FERRY ALBERT PARLUHUTAN P,02,9/28/2018,   ,O1X2CA040900006YP1,000
301258034,SYAMSUL RIZAL            ,02,9/28/2018,   ,O1X2CA040900006YP1,000
301258042,RULIANI                  ,02,9/28/2018,   ,O1X2CA028653005YP1,000
301258059,ADNAN HUSIN              ,02,9/28/2018,   ,O1X2CA040904005YP1,000
301258067,DEFIANTI ABDA            ,02,9/28/2018,   ,O1X2CA031487012YP1,000
301258075,ERLIYUS LAIA             ,02,9/28/2018,   ,O1X2CA042309012YP1,000
301258083,MALIM DESA CIBRO         ,02,9/28/2018,   ,O1X2CA042317040YP1,000
301258091,DEDEK                    ,02,9/28/2018,   ,O1X2CA042342050YP1,000
301258109,T MAIMUN                 ,02,9/28/2018,   ,O1X2CA026577050YP1,000
301258117,NISAM                    ,02,9/28/2018,   ,O1X2CA038463064YP1,000
301258125,ZUL MAHDI                ,02,9/28/2018,   ,O1X2CA034670090YP1,000
301258133,ZEPPRY SITUMORANG        ,02,9/28/2018,   ,O1X2CA036790093YP1,000
301258141,ELANDA ROSSY FITRI       ,02,9/28/2018,   ,O1X2CA044883105YP1,000
301258158,FRISDA TETTY NAPITUPULU  ,02,9/28/2018,   ,O1X2CA040902156YP1,000
301258166,MARJAN SARAGIH           ,02,9/28/2018,   ,O1X2CA047614185YP1,000
301258174,BARIS RAJAGUKGUK         ,02,9/28/2018,   ,O1X2CA035091185YP1,000
301258182,SUPRATMAN GINTING        ,02,9/28/2018,   ,O1X2CA040890193YP1,000
301258190,DIDI DARMA               ,02,9/28/2018,   ,O1X2CA031525265YP1,000
301258208,KAPMI SARAGIH            ,02,9/28/2018,   ,O1X2CA033845282YP1,000
301258216,FAUZIAH                  ,02,9/28/2018,   ,O1X2CA036828006YP1,000
301258224,MEI LI                   ,02,9/28/2018,   ,O1X2CA040900006YP1,000
301258232,AHMAD HARIANTO SIMATUPANG,02,9/28/2018,   ,O1X2CA040914012YP1,000
301258240,TERSERAH SARUMAHA        ,02,9/28/2018,   ,O1X2CA047627032YP1,000
301258257,VICTORIUS GEA            ,02,9/28/2018,   ,O1X2CA044826032YP1,000
301258265,TARMIZI                  ,02,9/28/2018,   ,O1X2CA042317040YP1,000
301258273,AZMI IBRAHIM             ,02,9/28/2018,   ,O1X2CA026577050YP1,000
301258281,SARI BULAN DALIMUNTHE    ,02,9/28/2018,   ,O1X2CA033333088YP1,000
301258299,SOFIYAN                  ,02,9/28/2018,   ,O1X2CA034670090YP1,000
301258307,MANIMBUL OLO MANGIHUT SAM,02,9/28/2018,   ,O1X2CA027469093YP1,000
301258315,PANDAPOTAN LBN TOBING    ,02,9/28/2018,   ,O1X2CA044879093YP1,000
301258323,BURHANUDDIN              ,02,9/28/2018,   ,O1X2CA049843105YP1,000
301258331,ZUHRA                    ,02,9/28/2018,   ,O1X2CA042326148YP1,000
301258349,SURYANI                  ,02,9/28/2018,   ,O1X2CA042260148YP1,000
301258356,HEMAT NAINGGOLAN         ,02,9/28/2018,   ,O1X2CA047631156YP1,000
301258364,MAHROJI                  ,02,9/28/2018,   ,O1X2CA035091185YP1,000
301258372,RAMLAN PERANGIN ANGIN    ,02,9/28/2018,   ,O1X2CA040890193YP1,000
301258380,JULIS NANDAR             ,02,9/28/2018,   ,O1X2CA040891240YP1,000
301258398,ASROPI DRS               ,02,9/28/2018,   ,O1X2CA037117282YP1,000
301258406,RUMONDANG BR NABABAN     ,02,9/28/2018,   ,O1X2CA038612282YP1,000
301258414,SARIFAH                  ,02,9/28/2018,   ,O1X2CA024058006YP1,000
301258422,ROSMANIAR                ,02,9/28/2018,   ,O1X2CA047618006YP1,000
301258430,THERESIA DESINAWATY KRIST,02,9/28/2018,   ,O1X2CA030111006YP1,000
